sampleid,row,col,plate
SID3768109,7,K,4
SID4643185,8,K,4
SID4404812,9,K,4
SID1663141,10,K,4
SID3606268,11,K,4
SID0914053,12,K,4
SID9810622,13,K,4
SID5405260,14,K,4
SID6194550,15,K,4
SID2845414,16,K,4
SID9577757,17,K,4
SID5464143,18,K,4
SID6736803,19,K,4
SID6416085,20,K,4
SID8733717,21,K,4
SID8335572,22,K,4
SID6556312,3,L,4
SID4799664,4,L,4
SID4914637,5,L,4
SID3166788,6,L,4
SID1463738,7,L,4
SID1793197,8,L,4
SID6681221,9,L,4
SID0451782,10,L,4
SID5834790,11,L,4
SID2611711,12,L,4
SID9593200,13,L,4
SID2095258,14,L,4
SID2844054,15,L,4
SID3083855,16,L,4
SID6958496,17,L,4
SID1926679,18,L,4
SID3478534,19,L,4
SID1611885,20,L,4
SID4122468,21,L,4
SID4217260,22,L,4
SID0563502,3,M,4
SID7544453,4,M,4
SID9596402,5,M,4
SID3983327,6,M,4
SID1762523,7,M,4
SID6969008,8,M,4
SID0717323,9,M,4
SID4582379,10,M,4
SID9830642,11,M,4
SID7125650,12,M,4
SID8595089,13,M,4
SID9775681,14,M,4
SID1329712,15,M,4
SID8021798,16,M,4
SID7553437,17,M,4
SID4625390,18,M,4
SID4219335,19,M,4
SID2946453,20,M,4
SID5113825,21,M,4
SID9954854,22,M,4
SID8854785,3,N,4
SID1080149,4,N,4
SID5045332,5,N,4
SID9366569,6,N,4
SID1938076,7,N,4
SID1917380,8,N,4
SID6748861,9,N,4
SID4584397,10,N,4
SID9952375,11,N,4
SID1685023,12,N,4
SID3607811,13,N,4
SID8873114,14,N,4
SID3464399,15,N,4
SID6643833,16,N,4
SID2572131,17,N,4
SID3955844,18,N,4
SID6022373,19,N,4
SID1594121,20,N,4
SID1110037,21,N,4
SID4713946,22,N,4
SID9267593,3,O,4
SID2752594,4,O,4
SID7156032,5,O,4
SID5110278,6,O,4
SID5980288,7,O,4
SID5244958,8,O,4
SID5544973,9,O,4
SID1752041,10,O,4
SID1988671,11,O,4
SID6219425,12,O,4
SID1732444,13,O,4
SID5823600,14,O,4
SID6840805,15,O,4
SID6583638,16,O,4
SID4272569,17,O,4
SID7822219,18,O,4
SID5990887,19,O,4
SID4951750,20,O,4
SID3068632,21,O,4
SID2786685,22,O,4
SID6400543,3,P,4
SID7463472,4,P,4
SID8694685,5,P,4
SID8104071,6,P,4
SID6342145,7,P,4
SID5638925,8,P,4
SID6656899,9,P,4
SID7985018,10,P,4
SID5467227,11,P,4
SID4759345,12,P,4
SID5539769,13,P,4
SID0578054,14,P,4
SID4704883,15,P,4
SID2359530,16,P,4
SID9324812,17,P,4
SID2352943,18,P,4
SID0279296,19,P,4
SID9241946,20,P,4
SID6702550,21,P,4
SID2910281,22,P,4
SID7802646,3,A,5
SID5312849,4,A,5
SID6257927,5,A,5
SID2292785,6,A,5
SID6154788,7,A,5
SID7559746,8,A,5
SID9254867,9,A,5
SID7202203,10,A,5
SID1154807,11,A,5
SID3437882,12,A,5
SID1807496,13,A,5
SID1133370,14,A,5
SID0198007,15,A,5
SID7699913,16,A,5
SID4055970,17,A,5
SID8372005,18,A,5
SID4402672,19,A,5
SID5659042,20,A,5
SID3462247,21,A,5
SID9197366,22,A,5
SID9079367,3,B,5
SID2379908,4,B,5
SID2177481,5,B,5
SID2310673,6,B,5
SID2385487,7,B,5
SID0989424,8,B,5
SID4609510,9,B,5
SID9394250,10,B,5
SID2983452,11,B,5
SID5685376,12,B,5
SID0838297,13,B,5
SID5566221,14,B,5
SID8047176,15,B,5
SID4556439,16,B,5
SID4516120,17,B,5
SID9942208,18,B,5
SID4094576,19,B,5
SID5861438,20,B,5
SID1646909,21,B,5
SID5571981,22,B,5
SID3212671,3,C,5
SID4744141,4,C,5
SID1555814,5,C,5
SID3765361,6,C,5
SID4400739,7,C,5
SID0774758,8,C,5
SID1201238,9,C,5
SID7045427,10,C,5
SID5440583,11,C,5
SID6305490,12,C,5
SID8545869,13,C,5
SID7897493,14,C,5
SID5085065,15,C,5
SID7771357,16,C,5
SID0672173,17,C,5
SID5251032,18,C,5
SID4633465,19,C,5
SID7924503,20,C,5
SID1931501,21,C,5
SID7823963,22,C,5
SID4975579,3,D,5
SID6282564,4,D,5
SID3402622,5,D,5
SID1489856,6,D,5
SID3013626,7,D,5
SID4861834,8,D,5
SID4922771,9,D,5
SID0227544,10,D,5
SID7207529,11,D,5
SID5835676,12,D,5
SID4828926,13,D,5
SID7076181,14,D,5
SID4764026,15,D,5
SID6186468,16,D,5
SID9757194,17,D,5
SID9318278,18,D,5
SID5716184,19,D,5
SID0579179,20,D,5
SID9622019,21,D,5
SID1401558,22,D,5
SID5328925,3,E,5
SID8183197,4,E,5
SID3966459,5,E,5
SID8034847,6,E,5
SID9499351,7,E,5
SID0516961,8,E,5
SID6807118,9,E,5
SID8951546,10,E,5
SID9780545,11,E,5
SID4614267,12,E,5
SID1829632,13,E,5
SID3104134,14,E,5
SID2047526,15,E,5
SID9287818,16,E,5
SID1376345,17,E,5
SID6064741,18,E,5
SID3407247,19,E,5
SID4273682,20,E,5
SID6028581,21,E,5
SID7438182,22,E,5
SID3757001,3,F,5
SID6036713,4,F,5
SID7375124,5,F,5
SID8346641,6,F,5
SID1259151,7,F,5
SID1220826,8,F,5
SID2698159,9,F,5
SID7188728,10,F,5
SID7721992,11,F,5
SID3479435,12,F,5
SID8225027,13,F,5
SID9818423,14,F,5
SID3890711,15,F,5
SID4972227,16,F,5
SID6420327,17,F,5
SID6130281,18,F,5
SID8435287,19,F,5
SID1085055,20,F,5
SID5437282,21,F,5
SID1868508,22,F,5
SID5538506,3,G,5
SID1958260,4,G,5
SID9350771,5,G,5
SID5169709,6,G,5
SID8718589,7,G,5
SID9378659,8,G,5
SID4392509,9,G,5
SID4871956,10,G,5
SID6736808,11,G,5
SID8931718,12,G,5
SID1409185,13,G,5
SID9284666,14,G,5
SID5138233,15,G,5
SID8248969,16,G,5
SID2421098,17,G,5
SID3355697,18,G,5
SID6607593,19,G,5
SID2481132,20,G,5
SID4284873,21,G,5
SID3594775,22,G,5
SID6013641,3,H,5
SID9050662,4,H,5
SID0273655,5,H,5
SID9955302,6,H,5
SID6759519,7,H,5
SID0215937,8,H,5
SID2758885,9,H,5
SID7405581,10,H,5
SID7398170,11,H,5
SID5479755,12,H,5
SID8112858,13,H,5
SID2976122,14,H,5
SID1830049,15,H,5
SID0469444,16,H,5
SID9140404,17,H,5
SID4863621,18,H,5
SID6754213,19,H,5
SID7994210,20,H,5
SID3574981,21,H,5
SID4491123,22,H,5
SID8539507,3,I,5
SID9367402,4,I,5
SID4573910,5,I,5
SID1045437,6,I,5
SID1622302,7,I,5
SID9340873,8,I,5
SID4380853,9,I,5
SID6285688,10,I,5
SID6786664,11,I,5
SID1771798,12,I,5
SID0999350,13,I,5
SID1134951,14,I,5
SID3463439,15,I,5
SID9705306,16,I,5
SID7344840,17,I,5
SID2243667,18,I,5
SID8093782,19,I,5
SID4249240,20,I,5
SID9767731,21,I,5
SID7958064,22,I,5
SID4145312,3,J,5
SID6698260,4,J,5
SID0035946,5,J,5
SID4328137,6,J,5
SID9186491,7,J,5
SID9193232,8,J,5
SID9464887,9,J,5
SID9930863,10,J,5
SID3801446,11,J,5
SID2982501,12,J,5
SID6216249,13,J,5
SID0609896,14,J,5
SID5881298,15,J,5
SID2391986,16,J,5
SID0979352,17,J,5
SID1255689,18,J,5
SID7570976,19,J,5
SID8102063,20,J,5
SID6075565,21,J,5
SID9057194,22,J,5
SID6131130,3,K,5
SID8528479,4,K,5
SID1869088,5,K,5
SID4759358,6,K,5
SID0758316,7,K,5
SID2696453,8,K,5
SID3680837,9,K,5
SID1526155,10,K,5
SID0924042,11,K,5
SID7636803,12,K,5
SID3501090,13,K,5
SID4479194,14,K,5
SID0685774,15,K,5
SID9989217,16,K,5
SID5258078,17,K,5
SID6011070,18,K,5
SID0740381,19,K,5
SID6417890,20,K,5
SID2052359,21,K,5
SID6751023,22,K,5
SID0164248,3,L,5
SID3727112,4,L,5
SID8681550,5,L,5
SID2960100,6,L,5
SID3215486,7,L,5
SID4396865,8,L,5
SID5288871,9,L,5
SID9297595,10,L,5
SID9731799,11,L,5
SID7309534,12,L,5
SID4621145,13,L,5
SID5134314,14,L,5
SID5704280,15,L,5
SID2309743,16,L,5
SID6050505,17,L,5
SID3135074,18,L,5
SID4964616,19,L,5
SID2105892,20,L,5
SID5420217,21,L,5
SID2104793,22,L,5
SID7992177,3,M,5
SID4754672,4,M,5
SID3464228,5,M,5
SID8693323,6,M,5
SID3028115,7,M,5
SID1538876,8,M,5
SID8276330,9,M,5
SID2764547,10,M,5
SID1171158,11,M,5
SID1989053,12,M,5
SID5850824,13,M,5
SID6770829,14,M,5
SID8975328,15,M,5
SID4012992,16,M,5
SID9739875,17,M,5
SID3316230,18,M,5
SID7790244,19,M,5
SID2030039,20,M,5
SID4711469,21,M,5
SID5099510,22,M,5
SID3804439,3,N,5
SID4027844,4,N,5
SID6479589,5,N,5
SID7753211,6,N,5
SID1786964,7,N,5
SID8418466,8,N,5
SID1930335,9,N,5
SID9707057,10,N,5
SID8941096,11,N,5
SID4942234,12,N,5
SID4016712,13,N,5
SID0477439,14,N,5
SID5502759,15,N,5
SID4438425,16,N,5
SID1124314,17,N,5
SID5853340,18,N,5
SID5458347,19,N,5
SID5460110,20,N,5
SID4602752,21,N,5
SID1408023,22,N,5
SID9950943,3,O,5
SID4786159,4,O,5
SID3088392,5,O,5
SID4379468,6,O,5
SID4171314,7,O,5
SID7588477,8,O,5
SID7209891,9,O,5
SID4127054,10,O,5
SID1814439,11,O,5
SID9137023,12,O,5
SID8623121,13,O,5
SID2698682,14,O,5
SID8592710,15,O,5
SID6684427,16,O,5
SID5959980,17,O,5
SID0915378,18,O,5
SID1775913,19,O,5
SID2129130,20,O,5
SID2594697,21,O,5
SID8572489,22,O,5
SID0327854,3,P,5
SID9096212,4,P,5
SID9632853,5,P,5
SID0335929,6,P,5
SID0104296,7,P,5
SID7727747,8,P,5
SID2451226,9,P,5
SID8290169,10,P,5
SID5712627,11,P,5
SID0032261,12,P,5
SID2650118,13,P,5
SID8078885,14,P,5
SID1339219,15,P,5
SID8666942,16,P,5
SID9590909,17,P,5
SID9552698,18,P,5
SID6956817,19,P,5
SID9155501,20,P,5
SID8346550,21,P,5
SID7717014,22,P,5
SID9933985,3,A,6
SID8264055,4,A,6
SID7322289,5,A,6
SID0007588,6,A,6
SID3404544,7,A,6
SID0200499,8,A,6
SID1578248,9,A,6
SID7726743,10,A,6
SID4474267,11,A,6
SID4205023,12,A,6
SID1598988,13,A,6
SID9839753,14,A,6
SID7995764,15,A,6
SID1201014,16,A,6
SID4087057,17,A,6
SID2594334,18,A,6
SID8387749,19,A,6
SID5996338,20,A,6
SID7383669,21,A,6
SID8646554,22,A,6
SID7791237,3,B,6
SID2753806,4,B,6
SID9248683,5,B,6
SID3274914,6,B,6
SID6393456,7,B,6
SID2001258,8,B,6
SID1149459,9,B,6
SID6928688,10,B,6
SID6809112,11,B,6
SID4708304,12,B,6
SID2622035,13,B,6
SID1901703,14,B,6
SID4814690,15,B,6
SID6604408,16,B,6
SID1813385,17,B,6
SID7062178,18,B,6
SID6563285,19,B,6
SID8257398,20,B,6
SID0967548,21,B,6
SID1077942,22,B,6
SID9456325,3,C,6
SID2038167,4,C,6
SID3998677,5,C,6
SID1146894,6,C,6
SID4957877,7,C,6
SID9461854,8,C,6
SID9029909,9,C,6
SID6918949,10,C,6
SID7649395,11,C,6
SID1601202,12,C,6
SID6033222,13,C,6
SID9681926,14,C,6
SID0649397,15,C,6
SID5354761,16,C,6
SID9594995,17,C,6
SID2624166,18,C,6
SID1974312,19,C,6
SID9924021,20,C,6
SID0008886,21,C,6
SID1407760,22,C,6
SID3753571,3,D,6
SID6356479,4,D,6
SID1215275,5,D,6
SID2262304,6,D,6
SID0373723,7,D,6
SID0706449,8,D,6
SID7395060,9,D,6
SID2590182,10,D,6
SID1120878,11,D,6
SID6619396,12,D,6
SID4722824,13,D,6
SID6840334,14,D,6
SID8021877,15,D,6
SID8363385,16,D,6
SID3994762,17,D,6
SID3396132,18,D,6
SID2009567,19,D,6
SID8878877,20,D,6
SID9888223,21,D,6
SID2220348,22,D,6
SID7016187,3,E,6
SID2715371,4,E,6
SID4670433,5,E,6
SID2671042,6,E,6
SID2955470,7,E,6
SID7487905,8,E,6
SID7604339,9,E,6
SID7450827,10,E,6
SID9572952,11,E,6
SID1735942,12,E,6
SID7585929,13,E,6
SID4579164,14,E,6
SID7899948,15,E,6
SID8767577,16,E,6
SID7899587,17,E,6
SID2295619,18,E,6
SID1747083,19,E,6
SID5762133,20,E,6
SID8245909,21,E,6
SID8581641,22,E,6
SID8803557,3,F,6
SID5161762,4,F,6
SID0818883,5,F,6
SID4280594,6,F,6
SID7068691,7,F,6
SID1621349,8,F,6
SID9791732,9,F,6
SID3384527,10,F,6
SID1089004,11,F,6
SID1832912,12,F,6
SID7391810,13,F,6
SID1880050,14,F,6
SID4399997,15,F,6
SID7547437,16,F,6
SID6922100,17,F,6
SID5036666,18,F,6
SID4877718,19,F,6
SID6293434,20,F,6
SID5903188,21,F,6
SID0730341,22,F,6
SID3602566,3,G,6
SID8520010,4,G,6
SID9217786,5,G,6
SID4230611,6,G,6
SID4091598,7,G,6
SID5724869,8,G,6
SID9438387,9,G,6
SID0083632,10,G,6
SID9071135,11,G,6
SID9340845,12,G,6
SID2358305,13,G,6
SID3390876,14,G,6
SID1469434,15,G,6
SID7661067,16,G,6
SID4698876,17,G,6
SID8062801,18,G,6
SID1134487,19,G,6
SID3864580,20,G,6
SID1354696,21,G,6
SID4949794,22,G,6
SID3851100,3,H,6
SID8734160,4,H,6
SID9001728,5,H,6
SID2357003,6,H,6
SID9706916,7,H,6
SID9830632,8,H,6
SID7976232,9,H,6
SID4245358,10,H,6
SID5008649,11,H,6
SID0389838,12,H,6
SID2819044,13,H,6
SID9880868,14,H,6
SID1894159,15,H,6
SID0538104,16,H,6
SID5149669,17,H,6
SID1833064,18,H,6
SID1834177,19,H,6
SID7774538,20,H,6
SID9896115,21,H,6
SID1335191,22,H,6
SID7243158,3,I,6
SID3207244,4,I,6
SID7703946,5,I,6
SID5449364,6,I,6
SID6425278,7,I,6
SID4073599,8,I,6
SID0871514,9,I,6
SID4721074,10,I,6
SID1549562,11,I,6
SID9143368,12,I,6
SID9908258,13,I,6
SID5200751,14,I,6
SID6484889,15,I,6
SID2945190,16,I,6
SID1027027,17,I,6
SID5149866,18,I,6
SID7193969,19,I,6
SID7166546,20,I,6
SID4783558,21,I,6
SID3286635,22,I,6
SID2162101,3,J,6
SID9549424,4,J,6
SID9327596,5,J,6
SID2529274,6,J,6
SID9008396,7,J,6
SID7913939,8,J,6
SID1883587,9,J,6
SID1498236,10,J,6
SID2223586,11,J,6
SID2162470,12,J,6
SID6348332,13,J,6
SID9688751,14,J,6
SID5711623,15,J,6
SID3142772,16,J,6
SID6323077,17,J,6
SID8169632,18,J,6
SID0683539,19,J,6
SID1833783,20,J,6
SID4207354,21,J,6
SID6510103,22,J,6
SID7530898,3,K,6
SID8205174,4,K,6
SID6859558,5,K,6
SID2713184,6,K,6
SID5632965,7,K,6
SID3064787,8,K,6
SID5159237,9,K,6
SID7471232,10,K,6
SID2851237,11,K,6
SID2931466,12,K,6
SID4445364,13,K,6
SID3636025,14,K,6
SID0711753,15,K,6
SID7936408,16,K,6
SID6801232,17,K,6
SID4899362,18,K,6
SID9679995,19,K,6
SID8697157,20,K,6
SID9946895,21,K,6
SID7166114,22,K,6
SID2585642,3,L,6
SID6574251,4,L,6
SID6259964,5,L,6
SID8036169,6,L,6
SID5996428,7,L,6
SID4293825,8,L,6
SID8493677,9,L,6
SID2749600,10,L,6
SID6353032,11,L,6
SID1031933,12,L,6
SID3938301,13,L,6
SID8132108,14,L,6
SID4164753,15,L,6
SID5326563,16,L,6
SID1297628,17,L,6
SID1152401,18,L,6
SID5109655,19,L,6
SID1443421,20,L,6
SID5381706,21,L,6
SID0215935,22,L,6
SID9871621,3,M,6
SID0960400,4,M,6
SID4654095,5,M,6
SID2819867,6,M,6
SID8556141,7,M,6
SID3724268,8,M,6
SID3241064,9,M,6
SID3731420,10,M,6
SID7452174,11,M,6
SID2374575,12,M,6
SID4344596,13,M,6
SID2526293,14,M,6
SID7460403,15,M,6
SID5618418,16,M,6
SID7334226,17,M,6
SID0841375,18,M,6
SID0444866,19,M,6
SID9825237,20,M,6
SID4598092,21,M,6
SID8377265,22,M,6
SID2967215,3,N,6
SID7395718,4,N,6
SID4774082,5,N,6
SID9221521,6,N,6
SID9468013,7,N,6
SID0576987,8,N,6
SID4353319,9,N,6
SID6024289,10,N,6
SID4480126,11,N,6
SID2312450,12,N,6
SID3860512,13,N,6
SID0902015,14,N,6
SID4926160,15,N,6
SID6118250,16,N,6
SID3056139,17,N,6
SID1657009,18,N,6
SID0677452,19,N,6
SID7393434,20,N,6
SID3046064,21,N,6
SID6373467,22,N,6
SID5270774,3,O,6
SID7678209,4,O,6
SID6827419,5,O,6
SID5668273,6,O,6
SID1330934,7,O,6
SID6450572,8,O,6
SID7443262,9,O,6
SID9892851,10,O,6
SID0523932,11,O,6
SID9351935,12,O,6
SID5451683,13,O,6
SID0443468,14,O,6
SID8794809,15,O,6
SID4759279,16,O,6
SID7338287,17,O,6
SID0180802,18,O,6
SID3784008,19,O,6
SID7680491,20,O,6
SID9616196,21,O,6
SID2313202,22,O,6
SID6675814,3,P,6
SID2219335,4,P,6
SID2322528,5,P,6
SID2437844,6,P,6
SID9634768,7,P,6
SID6765701,8,P,6
SID9533680,9,P,6
SID6298048,10,P,6
SID8931410,11,P,6
SID9310468,12,P,6
SID4903674,13,P,6
SID5719025,14,P,6
SID9389830,15,P,6
SID8402639,16,P,6
SID9033459,17,P,6
SID8488050,18,P,6
SID3212673,19,P,6
SID6676877,20,P,6
SID3378120,21,P,6
SID2872197,22,P,6
SID9845882,3,A,7
SID3392121,4,A,7
SID5175835,5,A,7
SID1463283,6,A,7
SID5386068,7,A,7
SID8237377,8,A,7
SID8583334,9,A,7
SID5775980,10,A,7
SID7142042,11,A,7
SID0955714,12,A,7
SID8643501,13,A,7
SID9071708,14,A,7
SID3487377,15,A,7
SID6034259,16,A,7
SID0249682,17,A,7
SID9598278,18,A,7
SID4522624,19,A,7
SID2564836,20,A,7
SID9676411,21,A,7
SID6333807,22,A,7
SID3743872,3,B,7
SID0080354,4,B,7
SID8585144,5,B,7
SID8702208,6,B,7
SID9107819,7,B,7
SID4756037,8,B,7
SID7383348,9,B,7
SID3915194,10,B,7
SID5972385,11,B,7
SID1583186,12,B,7
SID9549549,13,B,7
SID9354412,14,B,7
SID2825462,15,B,7
SID0042660,16,B,7
SID5610461,17,B,7
SID3738529,18,B,7
SID3886764,19,B,7
SID1357533,20,B,7
SID9699038,21,B,7
SID7679541,22,B,7
SID7664650,3,C,7
SID7787852,4,C,7
SID0918203,5,C,7
SID6379016,6,C,7
SID9773630,7,C,7
SID2996461,8,C,7
SID4826401,9,C,7
SID8041322,10,C,7
SID6636075,11,C,7
SID5363896,12,C,7
SID9886962,13,C,7
SID3573731,14,C,7
SID2741639,15,C,7
SID3951890,16,C,7
SID6868020,17,C,7
SID5113116,18,C,7
SID8994613,19,C,7
SID1383022,20,C,7
SID4841551,21,C,7
SID4531635,22,C,7
SID4940312,3,D,7
SID0582158,4,D,7
SID2806874,5,D,7
SID3124919,6,D,7
SID4609078,7,D,7
SID4520593,8,D,7
SID1239774,9,D,7
SID3008923,10,D,7
SID4340981,11,D,7
SID9387708,12,D,7
SID2464681,13,D,7
SID4872711,14,D,7
SID2678309,15,D,7
SID3576195,16,D,7
SID4829732,17,D,7
SID0683889,18,D,7
SID0105453,19,D,7
SID1071896,20,D,7
SID7511537,21,D,7
SID5145178,22,D,7
SID3857760,3,E,7
SID6523091,4,E,7
SID8621895,5,E,7
SID7393199,6,E,7
SID4101915,7,E,7
SID6976755,8,E,7
SID6053944,9,E,7
SID0042136,10,E,7
SID0350561,11,E,7
SID5322968,12,E,7
SID3124626,13,E,7
SID9501746,14,E,7
SID9897301,15,E,7
SID3641378,16,E,7
SID3029378,17,E,7
SID5809022,18,E,7
SID3877025,19,E,7
SID8203314,20,E,7
SID1249440,21,E,7
SID6380092,22,E,7
SID0598588,3,F,7
SID3675582,4,F,7
SID3905909,5,F,7
SID0966326,6,F,7
SID6146499,7,F,7
SID4039792,8,F,7
SID5050403,9,F,7
SID6905374,10,F,7
SID2479226,11,F,7
SID0509672,12,F,7
SID4388874,13,F,7
SID4184291,14,F,7
SID1283428,15,F,7
SID7647964,16,F,7
SID6989225,17,F,7
SID2180148,18,F,7
SID7489680,19,F,7
SID8469849,20,F,7
SID5811273,21,F,7
SID7884417,22,F,7
SID4025100,3,G,7
SID7111430,4,G,7
SID6159068,5,G,7
SID9980211,6,G,7
SID2356163,7,G,7
SID8720333,8,G,7
SID2219960,9,G,7
SID9806295,10,G,7
SID3441574,11,G,7
SID4205618,12,G,7
SID3646641,13,G,7
SID5066801,14,G,7
SID8839787,15,G,7
SID6221649,16,G,7
SID2178002,17,G,7
SID2320113,18,G,7
SID9430796,19,G,7
SID3597996,20,G,7
SID0417295,21,G,7
SID2669096,22,G,7
SID6410824,3,H,7
SID3158031,4,H,7
SID5620541,5,H,7
SID1921362,6,H,7
SID8157408,7,H,7
SID1063182,8,H,7
SID4081808,9,H,7
SID2155506,10,H,7
SID5654341,11,H,7
SID7735407,12,H,7
SID9416913,13,H,7
SID3977624,14,H,7
SID0768999,15,H,7
SID4587614,16,H,7
SID8124525,17,H,7
SID0306524,18,H,7
SID7644922,19,H,7
SID4398616,20,H,7
SID1587638,21,H,7
SID7640420,22,H,7
SID1602067,3,I,7
SID9208154,4,I,7
SID6144116,5,I,7
SID3766863,6,I,7
SID4022991,7,I,7
SID8181202,8,I,7
SID7834109,9,I,7
SID7032637,10,I,7
SID1681912,11,I,7
SID5066050,12,I,7
SID0719094,13,I,7
SID1841995,14,I,7
SID3960751,15,I,7
SID2873524,16,I,7
SID0607087,17,I,7
SID1796957,18,I,7
SID6858969,19,I,7
SID1255352,20,I,7
SID3856199,21,I,7
SID5246242,22,I,7
SID2952328,3,J,7
SID3434352,4,J,7
SID8932441,5,J,7
SID5454451,6,J,7
SID7353633,7,J,7
SID1098328,8,J,7
SID0491497,9,J,7
SID9535323,10,J,7
SID8434666,11,J,7
SID5512874,12,J,7
SID3341909,13,J,7
SID7149419,14,J,7
SID7018040,15,J,7
SID8611893,16,J,7
SID9205469,17,J,7
SID2135135,18,J,7
SID9857620,19,J,7
SID1754736,20,J,7
SID6229153,21,J,7
SID2034156,22,J,7
SID6341591,3,K,7
SID7244491,4,K,7
SID0829147,5,K,7
SID0691838,6,K,7
SID0412597,7,K,7
SID4961105,8,K,7
SID6446083,9,K,7
SID3529631,10,K,7
SID3103733,11,K,7
SID4482845,12,K,7
SID8160536,13,K,7
SID3645683,14,K,7
SID2022957,15,K,7
SID4580679,16,K,7
SID6282277,17,K,7
SID0297405,18,K,7
SID3821071,19,K,7
SID1374968,20,K,7
SID5592359,21,K,7
SID8995763,22,K,7
SID0538537,3,L,7
SID1822425,4,L,7
SID8645651,5,L,7
SID5292409,6,L,7
SID8651529,7,L,7
SID7258911,8,L,7
SID0389135,9,L,7
SID2990078,10,L,7
SID8056533,11,L,7
SID9973427,12,L,7
SID1251049,13,L,7
SID9742834,14,L,7
SID4398058,15,L,7
SID6225964,16,L,7
SID7482249,17,L,7
SID3056451,18,L,7
SID9681126,19,L,7
SID7139639,20,L,7
SID6964188,21,L,7
SID0183982,22,L,7
SID7640557,3,M,7
SID5184135,4,M,7
SID6748673,5,M,7
SID0208545,6,M,7
SID8877708,7,M,7
SID8782227,8,M,7
SID3033007,9,M,7
SID6545002,10,M,7
SID3727557,11,M,7
SID8035179,12,M,7
SID2895468,13,M,7
SID8345011,14,M,7
SID1332148,15,M,7
SID3988212,16,M,7
SID8871724,17,M,7
SID8581312,18,M,7
SID8031863,19,M,7
SID0204795,20,M,7
SID8996219,21,M,7
SID3240200,22,M,7
SID6886229,3,N,7
SID2320232,4,N,7
SID3872857,5,N,7
SID2639055,6,N,7
SID4789657,7,N,7
SID6506812,8,N,7
SID0141806,9,N,7
SID0546135,10,N,7
SID6439485,11,N,7
SID7971861,12,N,7
SID6305581,13,N,7
SID2923185,14,N,7
SID1930328,15,N,7
SID1968530,16,N,7
SID0651669,17,N,7
SID2965889,18,N,7
SID4965821,19,N,7
SID7651399,20,N,7
SID6219537,21,N,7
SID0938457,22,N,7
SID2799446,3,O,7
SID2992635,4,O,7
SID9040168,5,O,7
SID8165453,6,O,7
SID7328899,7,O,7
SID2092707,8,O,7
SID3917942,9,O,7
SID5223381,10,O,7
SID7976696,11,O,7
SID3248114,12,O,7
SID5396468,13,O,7
SID2525107,14,O,7
SID6511316,15,O,7
SID9354044,16,O,7
SID0414671,17,O,7
SID7156549,18,O,7
SID5637233,19,O,7
SID1599246,20,O,7
SID4319294,21,O,7
SID6239360,22,O,7
SID7742869,3,P,7
SID4508598,4,P,7
SID8073997,5,P,7
SID9550253,6,P,7
SID9167463,7,P,7
SID7979582,8,P,7
SID2262960,9,P,7
SID7996167,10,P,7
SID2424293,11,P,7
SID5367184,12,P,7
SID7928323,13,P,7
SID2315273,14,P,7
SID6950001,15,P,7
SID0374854,16,P,7
SID4996364,17,P,7
SID0911900,18,P,7
SID0099903,19,P,7
SID9689066,20,P,7
SID3669739,21,P,7
SID8358410,22,P,7
